filename,actor,emotion,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180
03-01-01-01-01-01-01.wav,1,neutral,-693.706,50.268967,0.3894451,14.521958,3.1664813,-2.4844515,-4.226547,-10.68214,-7.246644,1.6888669,-4.1754007,1.7342995,-5.073998,2.484885,-2.8925328,-3.6533303,-1.9971809,-0.9058549,-6.126805,-1.5930017,-2.478551,-5.7583838,-0.069723934,-3.9454882,-2.7031622,-0.76647216,-1.4615102,-0.8820295,-3.2018094,-2.459061,-2.9087017,-2.8696594,-1.7755021,-0.7319705,-3.7946773,-2.3766618,-3.9002647,-1.7535939,-1.986424,-3.6971278,0.61784434,0.65236735,0.6389207,0.63688093,0.66344714,0.6635546,0.6927381,0.7251122,0.7448995,0.7329333,0.7169742,0.6668527,6.252592e-07,2.2127711e-05,0.00084287307,0.013775503,0.028384663,0.031220805,0.008028732,0.0035716037,0.023265371,0.024529368,0.018796805,0.024452547,0.011605254,0.008607662,0.0067209452,0.00994912,0.018968575,0.050460443,0.04141358,0.009965926,0.009646567,0.015416975,0.04051977,0.021074958,0.0021295105,0.0027689352,0.0055692988,0.019181227,0.013622729,0.0012198014,0.00069407333,0.0008963411,0.00084642484,0.00036240462,0.00022179805,0.00014031476,0.0002737353,0.00037607912,0.00082835474,0.0008592438,0.00061257824,0.00039466,0.00021979539,0.0003039503,0.0018885516,0.0012477229,0.0010376481,0.0026057293,0.0038624452,0.0043314965,0.0009535153,0.00049287034,0.00044621635,0.00080241135,0.00070951326,0.00039196716,0.000617697,0.0009425378,0.0007602066,0.0007231158,0.0010024216,0.0009187662,0.0008183557,0.0005080327,0.0004115041,0.00040343727,0.00014853763,0.00068408344,0.0013861096,0.00029288468,5.0978495e-05,7.457167e-05,0.00013993488,8.9409135e-05,0.00013511603,0.00010974322,0.00024668386,0.00074415,0.00047795617,0.000697352,0.00047553997,0.0002558464,0.00015924865,8.110627e-05,9.803377e-05,8.846734e-05,9.7750504e-05,0.00011724078,0.000184648,0.00016940478,0.0002557713,0.00024059376,0.00042883042,0.00029789231,0.00042663905,0.00010599697,5.835909e-05,2.30743e-05,8.88759e-06,1.9755735e-05,1.0876353e-05,3.6434016e-05,3.676382e-05,5.2481693e-05,3.7762515e-05,8.876136e-05,7.827488e-05,4.271936e-05,6.559673e-05,3.572806e-05,2.449294e-05,2.484453e-05,2.9251269e-05,3.977569e-05,2.7310587e-05,1.9442425e-05,1.4757571e-05,1.0050191e-05,7.3609876e-06,5.3610934e-06,3.7351695e-06,3.1997192e-06,2.834301e-06,2.9449732e-06,2.8565873e-06,3.7940297e-06,2.0586672e-06,1.3990721e-06
03-01-01-01-01-02-01.wav,1,neutral,-683.44385,49.043922,-1.7555561,19.273504,1.8818287,-0.7904723,-4.8229156,-12.380527,-5.4003067,1.9609998,-4.0332785,1.1708746,-4.826304,1.735652,-3.676214,-3.1112037,-2.0747037,-0.0757121,-5.128473,-2.1841247,-2.1041813,-5.7886953,0.6610929,-5.327952,-1.6452515,-0.61226475,-1.6334203,-0.33349532,-3.6403754,-2.0624928,-3.3073144,-2.5822194,-0.81717354,-2.0746646,-4.1372385,-2.5583444,-4.4852924,-1.3088408,-2.0090344,-3.0765324,0.65740365,0.7016457,0.68914866,0.67665964,0.7112225,0.7396648,0.72171664,0.7649951,0.78515726,0.7820326,0.7838356,0.71717775,8.2035353e-07,3.0059862e-05,0.001177664,0.010697338,0.034814622,0.05606937,0.011574166,0.0028521747,0.0129831545,0.03221008,0.039193712,0.041476477,0.010535921,0.0053210473,0.006285435,0.011219871,0.029293556,0.050779965,0.043206196,0.016303208,0.010832403,0.009361342,0.018110609,0.027859248,0.014295478,0.0017802371,0.0020198163,0.0068360227,0.023036886,0.013736157,0.0017181524,0.00031867914,0.00031688547,0.0005038459,0.00050907035,0.0001861151,0.0001724323,0.00020532853,0.0005566466,0.0005581502,0.00075329625,0.0010393695,0.00050487963,0.00021413111,0.00032641977,0.0010963014,0.00406598,0.0064315777,0.0023561262,0.0017273622,0.0022524192,0.0012648777,0.00086138386,0.0005819858,0.0003066887,0.0013569507,0.0010002154,0.00047577563,0.0007866675,0.0005957325,0.0010826801,0.001341203,0.00028589548,0.0003485464,0.0005901205,0.00044468915,7.7338955e-05,0.00024682758,0.00059331575,0.00010853568,4.7152247e-05,0.000113689304,0.00013902113,7.4546006e-05,0.000117283875,7.042088e-05,0.00020505393,0.00027649416,0.00017028967,0.0005053973,0.00047541675,0.00039313457,0.0001875453,8.949794e-05,0.00010471818,6.289079e-05,6.689859e-05,8.797598e-05,0.00011759535,0.00016271281,0.0001907354,0.00025217643,0.00019675067,0.00031547828,0.0003820262,0.00032995988,0.00013156133,5.786902e-05,1.8577324e-05,1.2468978e-05,1.7416898e-05,3.3713368e-05,7.900615e-05,6.3816435e-05,4.9475748e-05,2.7703241e-05,3.5038334e-05,5.221124e-05,6.492942e-05,2.6132138e-05,2.1809408e-05,2.339133e-05,2.3176657e-05,2.3343466e-05,3.3504628e-05,3.2140077e-05,2.4261046e-05,1.4800035e-05,1.4288499e-05,6.1694827e-06,3.9855177e-06,4.2186107e-06,2.6061566e-06,2.8808363e-06,4.12169e-06,3.0143594e-06,1.8464075e-06,1.89578e-06
03-01-01-01-02-01-01.wav,1,neutral,-678.0028,51.6732,-0.24966246,14.532811,0.57228255,-0.074812666,-6.3000164,-10.638877,-7.673525,1.3027631,-3.796279,1.9109584,-5.6345224,0.24985002,-2.2923234,-5.5613275,-1.1147867,0.5741471,-5.3465242,-2.2686937,-1.9587061,-4.5662775,-0.043100607,-2.9651477,-2.6428638,-1.2552329,-1.5514654,-0.9973478,-2.9225013,-2.2246702,-2.4300265,-2.818319,-1.8723388,-1.5919317,-4.2043695,-2.8283823,-2.9088383,-1.6535791,-2.2089665,-2.5740194,0.68990326,0.7192187,0.6970084,0.7179114,0.719646,0.6871393,0.6998578,0.7507245,0.7964463,0.80731165,0.7349529,0.71519935,1.7096445e-06,3.3362307e-05,0.00061163877,0.0144852875,0.03762833,0.04329537,0.005474988,0.0045940513,0.026332434,0.02656062,0.04864815,0.042202022,0.013859073,0.012390628,0.0063602137,0.0134185655,0.04686823,0.047279257,0.022806738,0.0073099732,0.016397556,0.05312628,0.05809119,0.009131254,0.0015990263,0.028555937,0.07633304,0.035210606,0.024654547,0.001887524,0.00084487116,0.002380855,0.00096141134,0.0019942282,0.0020406744,0.00036709843,0.0007552346,0.0006500139,0.0005699022,0.0004469049,0.00049838435,0.0008775879,0.0018906241,0.0010006622,0.002224774,0.0023337367,0.00983278,0.02053544,0.008996869,0.0024346062,0.0017637988,0.0024214396,0.0009172955,0.00050225796,0.001016946,0.0015168869,0.0005023565,0.0014203907,0.00061338814,0.00042662647,0.0011272363,0.00060653826,0.00041782577,0.0002920845,0.00011425593,0.00013322169,0.00014239892,0.0001318637,0.00014076971,0.00025871745,0.00014657057,0.00011926782,0.00014691,0.000100741345,0.000114513234,0.00012468042,0.0002981353,0.0003820109,0.0004268691,0.00060157734,0.0004924362,0.0001346181,0.00010356563,6.0751518e-05,6.330705e-05,4.8279e-05,4.8400274e-05,8.436984e-05,9.670367e-05,0.00014121173,0.00023376143,0.0004388642,0.0005080122,0.00056244,0.00040620688,0.0001965325,0.00011249806,0.00011911061,6.873828e-05,5.4361542e-05,9.518823e-05,0.00010731138,0.00031410545,0.00036873744,0.00024521147,0.00039637455,0.00077874894,0.0006385233,0.0003173199,0.00022812762,0.00016840424,0.00011866353,8.563381e-05,0.00011742247,6.618759e-05,0.00011593553,0.000109367,0.00010507174,6.2072344e-05,3.6844398e-05,1.9271321e-05,2.345009e-05,1.8930716e-05,1.5575566e-05,1.05411145e-05,9.349088e-06,5.2508135e-06,2.7517117e-06
03-01-01-01-02-02-01.wav,1,neutral,-674.1987,50.815395,1.6719035,14.46561,2.9090834,1.7061515,-7.5254707,-11.343741,-7.0870914,1.6866217,-2.4847612,0.5344612,-4.6442285,1.1819588,-1.4281125,-4.8212285,-0.44238365,-0.7852893,-4.7959676,-3.160321,-1.0168314,-4.136009,-0.9243245,-3.5395951,-2.1113381,-1.241999,-0.793677,-1.408689,-3.1906226,-2.751548,-3.6286974,-2.9533246,-1.3537688,-1.4079117,-3.4771826,-3.8666396,-3.4199338,-1.5676826,-2.1039724,-2.7464697,0.7150386,0.7032958,0.69581926,0.7375625,0.74590564,0.74662673,0.75402236,0.8054785,0.7709,0.74834037,0.7693132,0.71948695,1.1553346e-06,2.279904e-05,0.001520956,0.019471277,0.050945397,0.04910128,0.0030810612,0.0033270353,0.017095014,0.024990378,0.031378612,0.015101068,0.006174797,0.0077896807,0.016894892,0.021382963,0.055110063,0.026452737,0.015371013,0.019804666,0.011843257,0.04484945,0.04610278,0.0069413423,0.001302413,0.0049834307,0.063968875,0.06341019,0.030451478,0.0016644682,0.00074258185,0.0043376316,0.008967428,0.0035803574,0.0005194294,0.00010572469,0.00025086154,0.0021310495,0.003125935,0.0019793476,0.00070150127,0.00045913405,0.0008805094,0.00087390956,0.0010516586,0.001454422,0.0018060042,0.011621484,0.0094893845,0.0023353128,0.0027886855,0.0029596344,0.0027389198,0.0015208739,0.00072967785,0.00075904705,0.0008197232,0.0011338345,0.0015063843,0.00049389014,0.00076719286,0.00087884173,0.00044981312,0.0005034675,0.00016695214,7.2975905e-05,7.011786e-05,8.70104e-05,0.00012700066,9.083576e-05,5.819225e-05,4.747738e-05,7.9682664e-05,8.648765e-05,9.101047e-05,0.00011958051,0.00020482286,0.0002677143,0.00030212206,0.00053440506,0.0011479926,0.0009058736,0.00015307825,0.000102030055,7.211618e-05,7.859285e-05,4.840856e-05,6.893573e-05,7.07602e-05,0.00011658897,0.00020883798,0.00026792192,0.00028911774,0.00028810618,0.00042893298,0.0004270211,0.0003374796,0.0001448468,0.00012661383,0.00012847566,0.00013115791,0.00013115333,0.00010587372,0.0004071816,0.0004551823,0.00041072792,0.00034643657,0.0003475226,0.00016979502,0.00016829265,0.00013253462,0.00014175536,0.000107707514,0.00016360605,0.0001535853,8.1876e-05,4.9392114e-05,5.0309536e-05,4.792519e-05,1.87778e-05,1.3572863e-05,1.056956e-05,1.39633785e-05,2.0063306e-05,1.7514727e-05,1.14462255e-05,9.137253e-06,7.998176e-06
03-01-02-01-01-01-01.wav,1,calm,-709.2609,55.99037,2.4723637,16.629053,3.1925988,-0.96748775,-5.935109,-8.926056,-9.092817,1.8279254,-4.4970574,0.69059217,-5.059726,2.0186985,-3.2756574,-4.339729,-0.58902574,-2.4211833,-4.6638727,-2.7063818,-2.744323,-5.642146,-0.20151468,-4.8792076,-1.5661744,-1.0402642,-1.6299852,-0.6454172,-2.6296175,-1.4963115,-3.53737,-0.88489395,-1.4256529,-1.6793799,-3.4838867,-3.7031665,-4.056765,-2.4165998,-1.2140208,-1.6417828,0.5997071,0.64344704,0.70563805,0.68767625,0.6764836,0.7003328,0.6976189,0.72281337,0.73192173,0.7480277,0.77979714,0.709011,1.3023107e-06,2.6380741e-05,0.00022755447,0.006179682,0.018938867,0.027686184,0.015338299,0.002023978,0.010037529,0.019878987,0.013289037,0.013232337,0.023342332,0.006685965,0.0035863868,0.002881993,0.008235145,0.011900165,0.019235382,0.021469709,0.0037636505,0.0016373895,0.00164402,0.0064823525,0.013084988,0.0016719436,0.0005248398,0.00034090495,0.0026190754,0.0057259533,0.0023732558,0.0005235865,0.00020179458,0.00025738316,0.0003726673,0.000120327626,9.9840305e-05,4.997715e-05,0.00017165788,0.00019982108,0.00014790715,0.0004620309,0.00019686535,7.87581e-05,0.00018317417,0.00018822939,0.00044215927,0.0017985072,0.00092110416,0.00019766182,0.00010274142,0.00024691466,0.000996269,0.00019971564,6.202221e-05,0.00034056473,0.00043455913,7.75816e-05,0.00015609642,0.0011325718,0.00047073836,0.0001279459,0.00018726107,0.0002433372,0.00022401435,0.00016662655,0.00025070508,0.0010270571,0.00027638348,6.2373016e-05,9.611874e-05,4.9652645e-05,6.412925e-05,6.0931616e-05,0.000104695224,9.1482005e-05,0.00013031908,0.00014707659,0.00013670712,0.00039182653,0.00022141625,0.00014109454,0.00014179827,4.329507e-05,5.0076174e-05,2.0094309e-05,1.4423265e-05,1.1382274e-05,1.3616228e-05,1.7118577e-05,2.8287637e-05,3.1420896e-05,4.990176e-05,5.8762373e-05,8.3510706e-05,7.602856e-05,5.9666818e-05,2.7425902e-05,6.949689e-06,6.0261564e-06,6.550262e-06,1.3724874e-05,1.33038275e-05,2.4691035e-05,1.9718467e-05,1.7740356e-05,4.7632664e-05,3.036498e-05,3.402418e-05,2.1263064e-05,2.9804134e-05,2.7685523e-05,4.870863e-05,4.9131348e-05,5.218778e-05,3.8742826e-05,3.5431225e-05,3.211078e-05,1.3680401e-05,5.907618e-06,5.7198613e-06,4.055957e-06,4.102879e-06,3.5533803e-06,3.4609845e-06,2.5387892e-06,2.9943324e-06,2.1466533e-06
03-01-02-01-01-02-01.wav,1,calm,-695.5115,61.431454,-0.74767476,14.421824,4.581593,-2.6923175,-7.145618,-8.082644,-8.4222975,2.0046177,-3.6091511,-0.41491523,-5.327976,0.29958937,-2.5894961,-5.0812025,-0.9848471,-1.5656563,-4.8886876,-2.9121666,-2.6279726,-5.6632094,-0.82144856,-4.253043,-2.0189724,-1.6744182,-1.32144,-1.9604868,-3.8607225,-3.1216414,-4.8215585,-3.045122,-1.5202298,-2.7295568,-4.343127,-4.7902,-4.2414894,-1.2597553,-2.1132631,-1.2640078,0.6183781,0.6418304,0.6438085,0.7002019,0.67261523,0.6714064,0.7211069,0.71965873,0.72992575,0.71475166,0.75116515,0.6966761,5.4754923e-07,2.9401277e-05,0.0012663704,0.019645687,0.014760777,0.023306275,0.025249599,0.004754666,0.012494374,0.006412384,0.005880599,0.008016323,0.026253866,0.014531651,0.0013410103,0.0022260766,0.00585807,0.008018622,0.009606211,0.036759198,0.018841619,0.0068539106,0.0043240376,0.0012182068,0.0013238094,0.007212837,0.009368064,0.0026729847,0.0020774456,0.0013678245,0.0021925454,0.005088733,0.0016868116,0.00032147634,0.00022957908,9.740705e-05,9.488043e-05,0.00016452034,0.00032071868,0.0003060955,0.00039149675,0.00054144446,0.0006479424,0.00038824338,0.0003080248,0.00039472818,0.001135901,0.0011941403,0.00057477294,0.00026096383,0.0005081117,0.0003147809,0.0001106427,0.00018582879,0.000611746,0.00078679214,0.00025799611,0.00021858285,0.00038631924,0.00028013423,0.00018993826,0.00042361548,0.00019239068,0.00019852594,0.00037988267,0.00037871377,0.00021333194,0.00036648975,0.0005794443,0.00030117968,2.4355559e-05,7.235963e-05,8.767643e-05,5.059535e-05,4.580377e-05,8.927941e-05,6.877599e-05,0.0002282247,0.0002608744,0.00017747842,0.00029909608,0.00011809437,9.712274e-05,5.050507e-05,3.127504e-05,3.2332773e-05,1.33542735e-05,1.7154365e-05,1.7768625e-05,2.4340856e-05,3.4320034e-05,5.0156854e-05,5.5509474e-05,0.00012666605,0.00013004999,6.9300855e-05,2.948941e-05,1.4251422e-05,4.548329e-06,3.5375176e-06,2.103369e-06,2.8092609e-06,4.8222714e-06,1.3641031e-05,2.7248063e-05,2.569286e-05,1.8752167e-05,2.4781371e-05,2.4952291e-05,1.6387772e-05,2.0630006e-05,1.3334539e-05,1.344827e-05,2.472912e-05,3.4001587e-05,3.0323175e-05,1.9215331e-05,1.4856367e-05,9.596376e-06,7.802068e-06,3.5797864e-06,3.011129e-06,2.159415e-06,1.5581867e-06,2.5496522e-06,2.9757514e-06,1.9481984e-06,1.3308254e-06
03-01-02-01-02-01-01.wav,1,calm,-687.58435,58.26385,-0.09324566,14.112366,1.6611795,1.6702243,-6.5032716,-8.906676,-8.093613,2.2530532,-2.0594964,0.19861218,-4.9954677,3.0107086,-4.6697755,-5.9104013,-0.68265885,-1.320909,-6.290545,-2.9827003,-2.1382957,-4.8222184,-0.6633763,-4.6891603,-2.5439193,-1.6348214,-2.7093403,-1.550349,-3.5751672,-1.7485316,-4.7097764,-3.6541932,-2.816024,-1.7615243,-4.621565,-4.269326,-3.278324,-2.2371018,-3.1774924,-2.086033,0.61743206,0.67956203,0.70837647,0.7167329,0.7039739,0.7090365,0.7132824,0.72773033,0.753159,0.7423685,0.7394614,0.69390345,7.2345586e-07,2.802757e-05,0.0015816772,0.033422545,0.05963877,0.008687793,0.00088266336,0.0056603537,0.0370448,0.046236552,0.009768174,0.0038917167,0.0063374997,0.011537816,0.02005592,0.008291554,0.01236706,0.011865157,0.009091593,0.0116745895,0.014072953,0.012298374,0.02269179,0.01774679,0.008728105,0.01616851,0.015166581,0.025224509,0.021536818,0.005974289,0.0055954214,0.008525654,0.0016372452,0.00038745024,0.0006057911,0.0010411761,0.0015933752,0.0011809492,0.0006957443,0.0004460915,0.001336731,0.0009801333,0.0004359013,0.00040296858,0.003138025,0.0043458305,0.0068631726,0.00724422,0.01158462,0.0026371956,0.001953383,0.001929641,0.0027752763,0.0011280326,0.00116568,0.0010755551,0.0009701321,0.0011072423,0.00078651187,0.00059264374,0.00057188125,0.0008721162,0.00044901125,0.0010555285,0.0004483844,0.00016945445,0.0001721825,5.1168467e-05,6.9061454e-05,5.6466804e-05,4.0725452e-05,8.242815e-05,5.0594565e-05,7.727053e-05,5.6975867e-05,0.00012781838,0.00023960126,0.00027521624,0.00030247157,0.0004384788,0.00024564695,0.00038883247,0.00042143138,0.00017733187,9.5634314e-05,4.7373745e-05,3.41373e-05,4.3327025e-05,3.1066345e-05,4.1507465e-05,6.272071e-05,6.540245e-05,9.175416e-05,0.00015206441,0.00018180202,0.00016904931,0.00012876221,8.737902e-05,3.6774585e-05,3.4950106e-05,4.9447724e-05,8.117245e-05,0.00012285582,0.0003781284,0.0008830871,0.0024927573,0.0020835921,0.0010743762,0.0005932273,0.00041250658,0.000262444,0.00015343662,0.00014277225,0.00014468348,0.0002143751,0.0001700842,0.00015298357,0.00011231854,6.507135e-05,3.2987686e-05,2.8597895e-05,4.0312494e-05,1.4735916e-05,1.7330945e-05,1.0974139e-05,7.1063673e-06,4.6975565e-06,2.6909004e-06
03-01-02-01-02-02-01.wav,1,calm,-684.9442,62.51678,-1.0898701,15.946918,2.3825936,1.3496512,-6.6137443,-9.018855,-7.464589,0.791161,-2.304976,0.78953546,-4.8474374,2.3311393,-3.324775,-5.316824,-0.7301884,-1.4046048,-6.2929263,-3.4043145,-1.7339408,-3.9356892,-1.0287585,-3.7023158,-2.1071754,-2.428513,-1.9802189,-2.2095609,-3.345923,-1.7799547,-3.7600086,-3.2849479,-1.7223722,-1.4715608,-3.7327998,-3.780954,-3.5745125,-2.051704,-2.676475,-2.0493538,0.62783974,0.66313493,0.6842126,0.69084406,0.6785969,0.6859256,0.70351446,0.72253454,0.76010484,0.7679348,0.7608739,0.7261892,2.1414946e-06,3.4484456e-05,0.0010843121,0.034816824,0.08264111,0.009813524,0.0011814062,0.0047150753,0.047267314,0.061435506,0.01093783,0.0022899576,0.0052791275,0.012084891,0.019986287,0.008569659,0.006521503,0.014398297,0.014995812,0.02254437,0.03622352,0.014495134,0.034334335,0.03201304,0.02241268,0.028075391,0.020803675,0.025053063,0.01286149,0.003941234,0.0011773667,0.0015299228,0.0008803629,0.00074142386,0.00073868164,0.00053997914,0.0013192553,0.0005716334,0.00032449784,0.00036184443,0.0007918763,0.0010683374,0.00061181583,0.00032820125,0.0011968982,0.0031137133,0.0046709804,0.005979123,0.0059802053,0.005083888,0.001389842,0.0012483246,0.0013411406,0.0016539351,0.001154803,0.0010257395,0.00038032365,0.0004960277,0.00066759036,0.0005030927,0.0003157907,0.00051449315,0.0007479944,0.0006558729,0.00013551305,0.00011309156,0.00022125716,5.437831e-05,0.00011765668,5.570782e-05,3.743843e-05,7.313525e-05,4.367319e-05,9.8257166e-05,5.05007e-05,0.00011151555,0.00016144963,0.00018084384,0.00026696344,0.00040196688,0.00032009082,0.00048122596,0.00020747884,7.777147e-05,4.9647508e-05,3.5662404e-05,3.286454e-05,4.0669e-05,4.0562903e-05,6.872546e-05,7.768481e-05,8.664689e-05,0.00012825488,0.00011704362,0.00011691938,0.00017504327,0.0001905835,5.150022e-05,3.7253612e-05,2.545601e-05,3.2697924e-05,5.3423035e-05,8.1127466e-05,0.00025231618,0.00029155827,0.00027767074,0.0004905104,0.00048873934,0.00029274763,8.9747795e-05,0.00010005443,8.144019e-05,7.744237e-05,6.3382155e-05,8.68193e-05,8.590273e-05,7.268582e-05,3.500593e-05,3.4930104e-05,2.1840327e-05,1.9597454e-05,1.0878512e-05,9.418484e-06,1.0322069e-05,2.2787159e-05,1.1158392e-05,5.7445563e-06,2.314673e-06
03-01-02-02-01-01-01.wav,1,calm,-717.4787,63.973,1.9455194,15.866346,3.7456036,-1.9046596,-6.0341196,-5.4602675,-8.026064,2.0972967,-1.0509272,-1.0559185,-4.716463,0.83011705,-1.7711791,-3.138486,-2.2601552,1.7601938,-6.9797473,-1.4733533,-2.7319314,-5.103998,-0.7275825,-3.2227783,-0.88539135,-1.3380508,-1.8818295,-1.9004289,-4.7656546,-2.789591,-3.9462352,-3.550083,-0.431601,-3.1346247,-4.128055,-5.2255535,-2.9450421,-2.333156,-2.5877175,-2.3532426,0.59027535,0.66153073,0.6803411,0.6540605,0.6861774,0.71098244,0.73936355,0.76140004,0.7051741,0.6689776,0.7173673,0.6537101,2.2435438e-06,2.7330574e-05,0.002741244,0.032055352,0.025011364,0.0019287053,0.0006179041,0.0052318326,0.011204514,0.017992828,0.003001412,0.004536132,0.0045891767,0.0060801315,0.01290478,0.002759616,0.0047358964,0.0022724813,0.002977124,0.010289642,0.007528747,0.0025279918,0.0021752524,0.0031504733,0.0023259192,0.0007115506,0.00091063784,0.0029265378,0.0029380603,0.0006791361,0.00044210287,0.0013475555,0.0010321325,0.00033924213,0.00018158487,8.583196e-05,0.00015598781,0.00015339784,0.00018003723,0.0001508055,0.00025922095,0.0005278128,0.00036565025,0.00012439936,0.00017430876,0.00032246808,0.0008058974,0.00066531805,0.0004952049,0.00019312529,0.00016053286,0.00015879721,8.866512e-05,0.00023031155,0.00023311542,0.00011888925,0.000110070134,0.000226192,0.00012865374,6.5970315e-05,0.00015619537,0.00016039475,9.791489e-05,0.00020501162,0.00018595597,0.0002012587,3.2132903e-05,0.0002538929,0.000120212615,3.4711702e-05,3.942976e-05,2.1159762e-05,5.9036858e-05,4.66282e-05,4.7407644e-05,5.6508266e-05,8.997314e-05,0.00013074452,0.000138824,0.00018239298,5.901356e-05,3.675021e-05,2.827242e-05,2.3758272e-05,2.9195975e-05,1.9616533e-05,7.3967394e-06,1.17143045e-05,1.47381015e-05,1.43000225e-05,1.671862e-05,2.2781038e-05,3.551881e-05,5.562435e-05,4.0236242e-05,2.395053e-05,8.297724e-06,4.727503e-06,2.3587613e-06,2.5528002e-06,2.194785e-06,5.164918e-06,7.760327e-06,1.5518837e-05,2.3002838e-05,3.2330583e-05,3.3893826e-05,3.0719664e-05,1.8836206e-05,1.04537785e-05,2.0429565e-05,8.671312e-06,1.6141126e-05,1.7125198e-05,1.674865e-05,7.2975813e-06,8.418974e-06,9.507631e-06,4.660861e-06,2.4924757e-06,1.9843278e-06,2.1290075e-06,2.1178903e-06,1.9660297e-06,2.2120714e-06,1.5705818e-06,1.4977423e-06,9.667326e-07
03-01-02-02-01-02-01.wav,1,calm,-678.7297,59.957573,-2.5056093,13.837838,1.408526,-2.2568374,-8.747709,-8.075612,-8.372251,2.690716,-2.3415217,-1.967964,-5.243025,0.6530238,-3.9988961,-3.7378838,-1.6259373,-0.055971492,-6.5032706,-1.3135618,-2.0114393,-4.9824643,-1.3707657,-4.134998,-2.4184813,-1.3633568,-2.1464496,-2.8631163,-4.2019677,-3.6291473,-4.5429726,-4.3286653,-1.4708388,-2.1618829,-3.8909583,-4.659822,-3.5923069,-2.6415892,-2.7327313,-2.8239527,0.6502299,0.6671627,0.67916584,0.7255079,0.7294766,0.7264462,0.73434806,0.76946163,0.7720609,0.73068136,0.7125432,0.69765174,9.708946e-07,2.2870416e-05,0.0011591269,0.0175834,0.032055583,0.017235847,0.000597864,0.0018175478,0.009678707,0.011665935,0.02024491,0.007916804,0.0026967744,0.0032409108,0.0034101026,0.01096143,0.034230784,0.0057318094,0.0013726333,0.0026198947,0.004020188,0.0051684068,0.0029504786,0.001398679,0.001461859,0.0039086337,0.0020406176,0.0009920385,0.0011611178,0.0017387215,0.0011732627,0.00082177354,0.0003450333,0.00032359496,0.00027242675,0.00012482471,0.00017313274,0.00015934228,0.0003174721,0.00030110966,0.00036585407,0.00030551272,0.00022833416,0.0001781691,0.00038120133,0.00043990245,0.0005560774,0.00040020054,0.00035144167,0.00023838141,0.0004115191,0.00018018337,0.00014494579,0.00052443845,0.00024645185,0.000104448605,0.00027047124,0.00042549486,0.00011716864,0.000115365976,0.00034229507,0.00022001656,0.00010389061,0.00025650475,0.00016679904,0.000109564426,7.976936e-05,0.00010725011,6.631489e-05,2.1624275e-05,2.402778e-05,2.5478836e-05,2.8037819e-05,3.1026248e-05,1.8331371e-05,5.442679e-05,8.507754e-05,8.260968e-05,9.626177e-05,7.632302e-05,9.061068e-05,4.5937686e-05,4.305227e-05,2.8368626e-05,2.5939864e-05,1.7608296e-05,9.848566e-06,9.3011695e-06,1.3552678e-05,1.6184862e-05,1.614495e-05,1.5556001e-05,2.0969499e-05,3.5933892e-05,3.747407e-05,2.4424337e-05,1.4835278e-05,9.218905e-06,4.444894e-06,4.9252067e-06,7.234263e-06,8.945637e-06,1.0280269e-05,2.1317985e-05,3.5786936e-05,3.4987523e-05,7.265907e-05,7.569113e-05,0.00011081722,9.6006625e-05,8.687318e-05,5.5991513e-05,0.000102328224,9.6860545e-05,5.338925e-05,7.44123e-05,3.0745377e-05,2.6812942e-05,1.9028123e-05,9.990223e-06,7.1753952e-06,3.1132151e-06,4.4416447e-06,4.9113883e-06,4.9676273e-06,6.2250147e-06,4.0271248e-06,1.7867354e-06
